chrom_left	start_left	end_left	chrom_right	start_right	end_right	pet counts between left and right anchors	p-value	FDR
chr8	8147966	8149515	chr8	8335160	8336710	2	1.91E-08	8.92E-06
chr8	8335166	8337977	chr8	8364242	8367154	6	4.13E-25	1.72E-21
chr8	8922128	8924969	chr8	8977242	8978816	2	2.18E-09	2.48E-06
chr8	8951889	8955018	chr8	8975969	8979020	7	3.48E-28	1.65E-24
chr8	8956551	8959415	chr8	8975983	8978866	7	1.69E-27	7.79E-24
chr8	8976055	8978905	chr8	9005326	9006945	2	1.61E-09	1.87E-06
chr8	11296376	11299167	chr8	11587230	11589817	3	1.16E-11	1.82E-08
chr8	11361531	11364443	chr8	11586841	11589799	2	2.06E-07	8.92E-06
chr8	11427882	11430557	chr8	11602770	11604363	2	3.07E-09	3.39E-06
chr8	11429362	11431693	chr8	11586796	11589832	3	3.22E-11	4.83E-08
chr8	11431740	11434872	chr8	11586844	11589900	23	0	0
chr8	11432193	11434678	chr8	11487566	11489368	2	2.43E-08	8.92E-06
chr8	11445527	11448418	chr8	11586991	11589812	3	6.86E-11	9.91E-08
chr9	132250929	132252534	chr9	132516225	132519544	3	4.16E-09	4.50E-06
chr9	132319791	132322729	chr9	132516689	132519606	2	1.67E-06	8.92E-06
chr9	132321108	132322761	chr9	132336402	132339329	2	2.97E-08	8.92E-06
chr9	132516209	132519615	chr9	132534576	132537563	13	0	0
chr9	133307765	133310627	chr9	133325094	133327442	2	3.78E-09	4.12E-06
chr9	134436044	134437544	chrY	13456149	13457719	2	6.42E-11	9.30E-08
chr9	134469706	134471283	chr9	134487991	134489525	2	4.92E-10	6.30E-07
chr9	134469710	134472339	chr9	134519531	134522327	3	5.58E-14	1.13E-10
chr9	137228852	137231667	chr9	137250000	137251580	3	7.25E-13	1.31E-09
chr9	137249919	137252794	chr9	137309398	137311770	2	7.17E-09	7.38E-06
chr9	137249954	137252881	chr9	137286182	137287884	3	1.33E-12	2.35E-09
chr9	137249967	137251491	chr9	137259793	137261455	2	9.06E-10	1.11E-06
chr9	137249987	137252788	chr9	137265802	137268423	3	1.99E-12	3.42E-09
chr9	137250026	137252884	chr9	137302941	137305703	3	3.16E-12	5.31E-09
chr9	137250052	137252645	chr9	138283174	138284876	2	3.64E-06	8.96E-06
chr9	137786269	137789241	chr9	138283172	138285966	3	6.19E-10	7.76E-07
chr9	138187994	138190842	chr9	138283174	138285806	3	4.07E-11	6.03E-08
chr9	138193342	138196324	chr9	138283080	138284820	3	1.24E-11	1.95E-08
chr9	138257189	138262774	chr9	138282978	138287406	23	0	0
chr9	139744063	139745965	chr9	139755528	139757052	3	3.09E-14	6.42E-11
chrM	0	814	chrM	15722	18035	37	0	0
chrX	9172501	9176850	chrX	9235813	9238900	16	0	0
chrX	9173911	9175482	chrX	9234231	9235766	2	1.57E-09	1.83E-06
chrX	9173914	9175452	chrX	9294552	9297444	2	6.29E-09	6.55E-06
chrX	9236022	9238863	chrX	9294687	9297494	4	1.47E-17	3.91E-14
chrX	10001227	10002805	chrX	10056021	10057630	2	2.10E-09	2.39E-06
chrX	10057199	10058762	chrX	10067831	10069485	2	7.59E-11	1.09E-07
chrX	12964697	12966489	chrX	13046784	13048292	2	2.81E-09	3.13E-06
chrX	12964801	12966464	chrX	13005580	13007129	2	6.93E-11	9.99E-08
chrX	16634178	16635888	chrX	16680454	16682130	2	1.79E-08	8.92E-06
chrX	20488320	20489885	chrX	21621598	21624485	3	3.58E-12	5.97E-09
chrX	20488340	20491213	chrX	20530748	20534236	3	7.46E-14	1.49E-10
chrX	40366647	40369577	chrX	40388464	40390076	3	2.97E-13	5.59E-10
chrX	40366755	40369737	chrX	40376053	40379883	11	0	1.44E-42
chrX	40366799	40369628	chrX	40435437	40438350	2	4.37E-08	8.92E-06
chrX	40376030	40378968	chrX	40435394	40438344	7	1.89E-29	9.40E-26
chrX	40376080	40378963	chrX	40388445	40391286	5	2.59E-22	9.43E-19
