chrom_left	start_left	end_left	chrom_right	start_right	end_right	pet counts between left and right anchors	p-value	FDR
chr14	50469170	50471638	chr14	50483778	50486752	6	6.6289e-24	2.6059e-20
chr14	53150722	53152394	chr14	53167585	53169142	2	5.6183e-10	7.09618e-07
chr14	53194292	53195793	chr4	40364566	40366912	2	5.88791e-08	8.91958e-06
chr14	53313551	53315129	chr14	53366130	53368658	2	1.04488e-09	1.26118e-06
chr14	55738555	55740114	chr14	55767023	55768553	2	1.14408e-09	1.36586e-06
chr14	56207089	56209058	chr14	56264155	56265723	2	1.15932e-09	1.38173e-06
chr14	57943494	57946505	chr14	57966353	57970469	22	0	0
chr14	57946570	57950034	chr14	57966544	57969395	8	2.16864e-28	1.0391e-24
chr14	57950358	57951928	chr14	57966662	57969391	2	1.58922e-08	8.91958e-06
chr14	59814518	59816053	chr14	59826874	59828497	2	1.33953e-08	8.91958e-06
chr14	61929593	61931130	chr14	61980748	61983638	2	1.53832e-09	1.7929e-06
chr14	61950643	61953360	chr14	61979502	61983743	4	6.42587e-17	1.63977e-13
chr14	61951920	61953485	chr14	62024742	62027658	3	2.81836e-13	5.32866e-10
chr14	61980650	61983745	chr14	62179389	62181039	3	5.49852e-12	8.96288e-09
chr14	64143269	64144796	chr14	64179193	64180694	2	1.32311e-10	1.83994e-07
chr14	64681391	64682932	chr14	64700375	64701946	2	8.17961e-10	1.00577e-06
chr14	64700411	64703290	chr14	64763943	64766931	3	6.95307e-13	1.261e-09
chr14	65282473	65285423	chr14	65583884	65586837	6	6.42841e-19	1.8849e-15
chr14	65518532	65521411	chr14	65583848	65586759	5	3.43802e-18	9.61834e-15
chr14	65583829	65586699	chr14	65625710	65627911	2	1.46732e-07	8.91958e-06
chr14	65583840	65586848	chr14	65786349	65789348	7	5.26074e-24	2.07955e-20
chr14	65583893	65586649	chr14	65592462	65595392	6	4.08843e-22	1.46798e-18
chr14	65583897	65585400	chr14	65723024	65725308	2	4.20352e-07	8.91958e-06
chr14	65720484	65723231	chr14	65786413	65787950	2	3.06444e-09	3.38718e-06
chr14	67296492	67297992	chr6	10785994	10787529	2	1.45932e-11	2.27566e-08
chr14	67907947	67910688	chr14	67945562	67948331	3	4.76428e-11	7.02093e-08
chr14	67911569	67914643	chr14	67945452	67948328	6	1.48735e-22	5.46454e-19
chr14	67918473	67921365	chr14	67945537	67948323	6	1.08154e-23	4.19374e-20
chr14	67918524	67921430	chr14	67999107	68001931	2	7.33527e-08	8.91958e-06
chr14	67927246	67930078	chr14	67945550	67948331	3	1.60854e-10	2.21522e-07
chr14	67945457	67948472	chr14	67999217	68002055	11	5.68404e-36	3.63267e-32
chr14	67945481	67948300	chr14	67978982	67981806	3	1.20851e-11	1.89752e-08
chr14	67999150	68002076	chr14	68040436	68042021	2	3.04456e-08	8.91958e-06
chr14	67999159	68000759	chr14	68012523	68014153	2	5.52163e-09	5.82047e-06
chr14	68643130	68646077	chr14	69035391	69038451	11	2.4376e-34	1.43738e-30
chr14	68643251	68644931	chr14	68924498	68926128	4	1.34695e-12	2.36837e-09
chr14	68721298	68724243	chr14	68924513	68927365	3	4.20754e-10	5.45485e-07
chr14	68721615	68724138	chr14	69035492	69038232	3	1.7786e-09	2.04889e-06
chr14	68772160	68774981	chr14	69035442	69038417	3	8.09498e-10	9.95651e-07
chr14	68858772	68861938	chr14	68924459	68926117	4	1.46054e-14	3.12235e-11
chr14	68859112	68861757	chr14	69035465	69038303	2	1.03845e-06	8.91958e-06
chr14	68869989	68873131	chr14	68924489	68926072	7	2.91186e-25	1.22476e-21
chr14	68870110	68872972	chr14	69035474	69038372	4	8.33042e-13	1.49997e-09
chr14	68924384	68927445	chr14	69019510	69022409	9	7.05088e-31	3.67093e-27
chr14	68924384	68928952	chr14	69035351	69038638	116	0	0
chr14	68924457	68927328	chr14	69289507	69291123	2	1.05893e-07	8.91958e-06
chr14	68924575	68927342	chr14	69031467	69034626	4	3.65993e-14	7.55193e-11
chr14	68924652	68927413	chr14	68934149	68937151	3	1.44269e-10	1.99518e-07
chr14	68934153	68937558	chr14	69035466	69038324	5	2.14399e-16	5.22141e-13
chr14	68939794	68941420	chr14	69035537	69038385	5	3.52231e-18	9.84768e-15
chr14	68974208	68977075	chr14	69035359	69038291	2	2.50375e-07	8.91958e-06
chr14	68979483	68981014	chr14	69036782	69038375	2	6.49907e-08	8.91958e-06
chr14	68989353	68992309	chr14	69035602	69038256	2	2.10996e-07	8.91958e-06
chr14	69005233	69008064	chr14	69035424	69038353	2	1.2077e-06	8.91958e-06
chr14	69019493	69022482	chr14	69035415	69038377	20	0	0
chr14	69035593	69037107	chr14	69411566	69414236	2	3.69454e-06	8.96091e-06
chr14	69390007	69392876	chr14	69411518	69414278	4	5.78679e-17	1.482e-13
chr14	74067453	74070472	chr14	74099176	74102168	11	5.175e-40	3.80259e-36
chr14	74067538	74070516	chr14	74247972	74255436	8	4.42846e-24	1.76197e-20
chr14	74099222	74102041	chr14	74221987	74223496	2	1.4719e-07	8.91958e-06
chr14	74099249	74102150	chr14	74248179	74253028	11	2.26966e-34	1.34019e-30
chr14	74099323	74100826	chr14	74241128	74243796	2	8.09779e-07	8.91958e-06
chr14	74189453	74192402	chr14	74241009	74242708	2	7.80935e-08	8.91958e-06
chr14	74205714	74208620	chr14	74249355	74251774	2	1.34987e-07	8.91958e-06
chr14	74218199	74219704	chr14	74251520	74253145	2	3.61597e-08	8.91958e-06
chr14	74221949	74224973	chr14	74247974	74253088	12	3.01126e-40	2.21649e-36
chr14	74223395	74225672	chr14	74241058	74243856	2	3.39769e-07	8.91958e-06
chr14	74250198	74251725	chr14	75987606	75989259	2	8.83577e-07	8.91958e-06
chr14	75387778	75389364	chr14	75726765	75728416	3	2.09544e-10	2.83634e-07
chr14	75387877	75389415	chr14	75440865	75443686	2	3.87672e-08	8.91958e-06
chr14	75387880	75390732	chr14	75535248	75538090	4	1.33826e-15	3.05034e-12
chr14	75387991	75390663	chr14	75748728	75751477	2	1.45333e-07	8.91958e-06
chr14	75648822	75651208	chr14	75720514	75722692	2	1.2584e-08	8.91958e-06
chr14	75649603	75651266	chr14	75725468	75728153	2	8.08664e-08	8.91958e-06
chr14	75719281	75723366	chr14	75740676	75744399	3	9.65745e-12	1.53612e-08
chr14	75723938	75728990	chr14	75740695	75743644	6	1.94356e-22	7.11008e-19
chr14	75724203	75728299	chr14	75748648	75751421	3	1.25402e-10	1.75128e-07
chr14	75725468	75727136	chr14	75755302	75756884	3	4.67994e-12	7.69925e-09
chr14	75725579	75728447	chr14	75743746	75746563	3	1.93629e-11	2.99615e-08
chr14	75986315	75989461	chr14	76000940	76004120	7	1.23017e-28	5.95446e-25
chr14	75986413	75989405	chr14	76027109	76030041	6	2.39275e-24	9.61877e-21
chr14	76000950	76003873	chr14	76027290	76030175	2	1.8147e-08	8.91958e-06
chr14	77116758	77119641	chr14	77167621	77170429	4	5.72728e-16	1.34419e-12
chr14	77389909	77392624	chr14	77866618	77868236	2	3.07329e-06	8.91958e-06
chr14	77389915	77392692	chr14	77534729	77536252	2	2.98679e-08	8.91958e-06
chr14	77535974	77537553	chr14	77866586	77868116	2	4.47421e-07	8.91958e-06
chr14	77606830	77608732	chr14	77865548	77868068	2	3.79951e-08	8.91958e-06
chr14	77611069	77612850	chr14	77865210	77868202	4	2.46087e-13	4.67763e-10
chr14	77611301	77612837	chr14	77783254	77786084	2	1.11288e-08	8.91958e-06
chr14	77783077	77786080	chr14	77865328	77868222	8	1.85021e-28	8.89516e-25
chr14	77839462	77842430	chr14	77865326	77868416	14	0	1.26117e-44
chr14	77865319	77868168	chr14	77934027	77936919	2	1.85638e-07	8.91958e-06
chr14	77865353	77868046	chr14	104158478	104160076	2	9.13671e-05	9.4481e-05
chr14	77865540	77868058	chr14	95521663	95524417	2	8.14476e-05	8.452e-05
chr14	78936461	78937961	chr20	52768079	52771061	2	1.39742e-08	8.91958e-06
chr14	79878666	79881608	chr14	79980324	79981922	3	3.82451e-14	7.86872e-11
chr14	81690775	81692400	chr14	81702764	81705509	2	4.05368e-13	7.51453e-10
chr14	90756813	90759689	chr14	90968802	90971908	4	4.60822e-14	9.41761e-11
chr14	90975971	90978896	chr14	93482533	93485222	2	9.75325e-05	0.000100683
chr14	91614439	91617299	chr14	91638550	91640052	2	2.43454e-09	2.74019e-06
chr14	91638404	91639995	chr14	91883192	91884792	2	1.33524e-07	8.91958e-06
chr14	91741493	91744250	chr14	91883165	91886174	7	1.7966e-23	6.89806e-20
chr14	91741515	91743057	chr14	104158537	104160065	2	1.28606e-05	1.55938e-05
chr14	91741544	91744346	chr14	91858126	91860827	2	1.67055e-06	8.91958e-06
chr14	91790926	91793867	chr14	91858123	91861081	3	7.33421e-12	1.18289e-08
chr14	91834912	91837019	chr14	91859430	91860958	2	2.80345e-08	8.91958e-06
chr14	91837891	91840685	chr14	91859420	91862264	2	1.2695e-08	8.91958e-06
chr14	91858057	91862183	chr14	91883088	91886090	21	0	0
chr14	93411233	93413975	chr14	93498169	93500983	5	7.22202e-18	1.96509e-14
chr14	93411333	93413710	chr14	93482493	93485378	2	6.77399e-06	1.06094e-05
chr14	93417113	93420045	chr14	93482477	93485295	2	5.42393e-06	9.77292e-06
chr14	93428780	93431808	chr14	93482342	93485415	8	2.30893e-24	9.29053e-21
chr14	93428888	93430504	chr14	93476745	93479625	2	1.6607e-07	8.91958e-06
chr14	93437887	93442102	chr14	93482339	93485352	16	0	6.62814e-43
chr14	93438963	93441696	chr14	93450034	93451554	2	3.06022e-08	8.91958e-06
chr14	93446904	93449879	chr14	93482457	93485321	4	8.51506e-13	1.53192e-09
chr14	93450017	93452996	chr14	93482461	93485447	6	6.4396e-17	1.64229e-13
chr14	93451344	93452868	chr14	93510049	93511672	2	1.00377e-07	8.91958e-06
chr14	93453101	93456039	chr14	93482483	93485406	6	1.73893e-18	4.96244e-15
chr14	93461736	93464612	chr14	93483745	93485254	2	1.48763e-06	8.91958e-06
chr14	93470235	93473297	chr14	93482391	93485384	18	0	0
chr14	93470324	93473246	chr14	93499367	93500989	2	1.25869e-06	8.91958e-06
chr14	93470495	93473183	chr14	93511547	93513149	2	1.09541e-06	8.91958e-06
chr14	93476604	93479637	chr14	93498097	93501059	8	4.44183e-23	1.67223e-19
chr14	93476676	93479602	chr14	93508519	93514057	6	1.98576e-16	4.85544e-13
chr14	93476692	93479538	chr14	93549038	93551834	2	1.6607e-07	8.91958e-06
chr14	93476715	93478308	chr14	93522649	93524985	2	8.67082e-08	8.91958e-06
chr14	93482323	93485888	chr14	93508385	93513961	95	0	0
chr14	93482365	93485821	chr14	93497548	93501092	96	0	0
chr14	93482426	93485270	chr14	95521482	95524365	6	2.28523e-11	3.49681e-08
chr14	93482429	93485181	chr20	52738839	52741890	3	0.00924256	0.00924618
chr14	93482450	93485305	chr14	96081691	96084619	2	1.95875e-05	2.21169e-05
chr14	93482452	93485377	chr14	93600297	93603995	8	8.02934e-25	3.29922e-21
chr14	93482457	93485320	chr14	93522138	93524938	3	4.36249e-09	4.69836e-06
chr14	93482457	93485387	chr14	93617342	93620257	6	1.07199e-17	2.88014e-14
chr14	93482466	93485332	chr14	93551914	93554762	4	2.28385e-11	3.49595e-08
chr14	93482471	93485283	chr14	94786455	94789233	2	5.92781e-05	6.22188e-05
chr14	93482487	93485330	chr14	93502329	93507417	10	5.12193e-30	2.60626e-26
chr14	93483695	93485309	chr14	97099592	97102400	2	0.000158874	0.000162253
chr14	93483793	93485295	chr14	93550308	93551834	2	2.46069e-06	8.91958e-06
chr14	93498094	93501035	chr14	93508619	93513941	25	0	0
chr14	93509863	93511393	chr14	93600410	93601997	2	7.88301e-09	8.03009e-06
chr14	93509879	93511815	chr14	93551854	93554618	2	6.1786e-07	8.91958e-06
chr14	93510240	93512736	chr14	93617447	93620280	2	6.00923e-07	8.91958e-06
chr14	93511019	93513018	chr14	95522742	95524339	2	6.47139e-05	6.76973e-05
chr14	94424626	94427403	chr14	94453206	94454764	2	6.46956e-10	8.06418e-07
chr14	94786348	94789339	chr14	94799954	94802912	7	5.87713e-27	2.65509e-23
chr14	94786464	94789327	chr14	95522754	95524453	2	7.24545e-06	1.09371e-05
chr14	94786472	94789242	chr14	94795964	94798844	2	6.36711e-09	6.62228e-06
chr14	94799907	94802806	chr14	94855770	94858686	3	2.24559e-12	3.83474e-09
chr14	94855741	94858620	chr14	95521500	95524407	3	5.27605e-10	6.71371e-07
chr14	95109978	95111849	chr14	95521871	95524396	2	5.29006e-07	8.91958e-06
chr14	95469828	95471375	chr14	95522911	95524453	2	8.15115e-08	8.91958e-06
chr14	95521498	95524398	chr14	95626627	95629554	5	8.55864e-18	2.31723e-14
chr14	95521523	95523151	chr14	95774436	95777135	2	2.37942e-07	8.91958e-06
chr14	95521583	95523161	chr14	95831177	95832748	3	1.42141e-10	1.96894e-07
chr14	95521595	95524324	chr14	97031688	97033240	2	1.63972e-07	8.91958e-06
chr14	95521608	95524343	chr14	95533227	95536919	4	1.57255e-13	3.05023e-10
chr14	95521621	95524411	chr14	95537475	95540136	2	1.15629e-07	8.91958e-06
chr14	95522871	95524443	chr14	99368537	99371391	2	1.6202e-05	1.88231e-05
chr14	95522890	95524418	chr14	95951715	95953318	2	5.15408e-07	8.91958e-06
chr14	95523078	95524714	chr14	97040289	97042643	2	2.73447e-06	8.91958e-06
chr14	95705918	95707601	chr14	105882219	105884284	2	6.68853e-11	9.67299e-08
chr14	95907359	95908982	chr14	95995589	95997195	2	3.52652e-09	3.86433e-06
chr14	95950437	95953263	chr14	95976845	95979637	2	6.52786e-09	6.77412e-06
chr14	96081787	96084623	chr14	96098924	96101854	3	4.51399e-13	8.33886e-10
chr14	96569814	96572568	chr14	96729050	96731605	2	1.99384e-08	8.91958e-06
chr14	96569873	96573995	chr14	96689456	96692302	7	7.07762e-29	3.46114e-25
chr14	96569971	96574098	chr14	96588916	96590570	3	1.41258e-12	2.47561e-09
chr14	96583105	96585420	chr14	96689501	96691114	2	4.17271e-09	4.5096e-06
chr14	96689435	96690987	chr14	104158622	104161410	2	1.38804e-06	8.91958e-06
chr14	96689540	96692182	chr14	96728962	96731783	3	1.89438e-12	3.26372e-09
chr14	97039333	97043090	chr14	97099526	97102489	19	0	0
chr14	97039712	97041252	chr14	100602430	100605198	2	4.2905e-06	9.1874e-06
chr14	97046039	97048841	chr14	97099546	97102485	3	3.49282e-11	5.21748e-08
chr14	97099553	97102432	chr14	97125836	97128739	5	6.28103e-20	1.96159e-16
chr14	97100866	97102454	chr14	97138053	97139598	2	4.54047e-09	4.86917e-06
chr14	97837075	97839971	chr14	97965332	97967995	3	5.38372e-13	9.89418e-10
chr14	97876762	97879627	chr14	97964346	97966972	4	9.56158e-18	2.58029e-14
chr14	97965149	97967712	chr14	98005077	98008032	3	1.17725e-13	2.3097e-10
chr14	97966211	97967813	chr14	97975482	97978325	2	1.07308e-08	8.91958e-06
chr14	97966344	97968013	chr14	98110486	98112316	2	3.61773e-09	3.95008e-06
chr14	99271521	99274658	chr14	99364757	99367679	4	2.30995e-17	6.10251e-14
chr14	99271593	99274601	chr14	99368541	99371573	7	4.58107e-25	1.90433e-21
chr14	99271600	99274485	chr14	99374523	99376075	2	1.68614e-08	8.91958e-06
chr14	99271613	99274546	chr14	99291618	99294481	4	2.4397e-16	5.90787e-13
chr14	99272886	99275295	chr14	99356254	99359146	4	1.27949e-14	2.75045e-11
chr14	99291562	99294458	chr14	99368610	99371455	5	1.09247e-18	3.16417e-15
chr14	99356276	99359195	chr14	99672778	99675495	5	3.97856e-20	1.2591e-16
chr14	99356287	99360298	chr14	99367591	99371535	28	0	0
chr14	99356327	99359037	chr14	99364485	99367418	3	3.03882e-12	5.11365e-09
chr14	99368556	99371390	chr14	99672661	99675504	4	3.35733e-15	7.46905e-12
chr14	99368615	99371534	chr14	99448958	99451791	4	1.59528e-15	3.61688e-12
chr14	99979527	99982448	chr14	100020290	100023078	2	7.56158e-09	7.73774e-06
chr14	100020214	100023111	chr14	100055617	100058568	4	5.66261e-17	1.45281e-13
chr14	100045141	100047633	chr14	100055650	100058527	2	2.57366e-08	8.91958e-06
chr14	100477379	100480252	chr14	100602278	100605208	4	8.2337e-13	1.48318e-09
chr14	100490387	100491948	chr14	100602265	100605177	2	1.68325e-06	8.91958e-06
chr14	100557861	100559552	chr14	100603624	100605197	2	2.59971e-07	8.91958e-06
chr14	100561404	100564680	chr14	100602176	100605238	16	0	0
chr14	100571891	100575080	chr14	100602316	100605252	6	1.26991e-20	4.13854e-17
chr14	100602262	100603908	chr14	104158537	104161415	4	2.73322e-08	8.91958e-06
chr14	100602273	100605172	chr14	101282521	101286176	5	2.0172e-13	3.87209e-10
chr14	100602301	100605202	chr14	100657636	100660652	10	2.94464e-36	1.89898e-32
chr14	100602361	100605190	chr17	56717081	56718656	2	0.0114445	0.0114481
chr14	100602414	100605085	chr20	47480009	47481550	2	0.00171066	0.00171516
chr14	100602478	100605205	chr14	100616549	100620161	6	4.67538e-21	1.57166e-17
chr14	100603384	100605202	chr14	100636017	100638848	5	3.78394e-18	1.05309e-14
chr14	100603608	100605152	chr7	905668	908202	2	0.000644768	0.000648835
chr14	101282528	101285622	chr14	101294478	101297427	7	1.57417e-27	7.25749e-24
chr14	101283890	101285460	chr14	104158508	104161393	2	2.36011e-05	2.61605e-05
chr14	102938061	102939594	chr14	103191387	103193346	2	6.52786e-09	6.77412e-06
chr14	103162294	103163933	chr14	103334669	103336228	2	5.54533e-10	7.01247e-07
chr14	103992948	103995747	chr14	104158564	104161336	2	8.08801e-07	8.91958e-06
chr14	104001533	104003038	chr14	104159771	104161336	2	9.93505e-08	8.91958e-06
chr14	104091569	104096103	chr14	104158447	104160094	4	3.89204e-14	7.99994e-11
chr14	104158491	104160253	chr14	104346249	104347983	2	1.03287e-06	8.91958e-06
chr14	104158501	104161295	chr17	80060467	80063298	2	2.77889e-05	3.04029e-05
chr14	104158505	104161482	chr14	104202118	104205897	11	2.48522e-36	1.60759e-32
chr14	104158527	104161460	chr4	3111980	3114908	2	1.1201e-05	1.40937e-05
chr14	104158534	104161322	chr14	104193784	104196851	5	1.00076e-17	2.69724e-14
chr14	104158546	104161400	chr14	104269394	104271613	2	6.38915e-08	8.91958e-06
chr14	104158576	104161395	chr17	56717077	56718672	3	0.0010067	0.00101102
chr14	104158580	104161351	chr14	104312478	104314749	2	2.34218e-07	8.91958e-06
chr14	104158591	104160119	chr14	104353333	104356295	2	9.14376e-07	8.91958e-06
chr14	104158610	104161404	chr14	104348177	104352017	3	2.69951e-10	3.60711e-07
chr14	104159891	104161436	chr7	101614787	101617658	2	0.000136987	0.00014029
chr14	105793770	105795327	chr14	105803546	105806386	2	2.80916e-10	3.7466e-07
chr14	106024442	106026070	chr14	106089633	106091137	2	1.34393e-08	8.91958e-06
chr14	106024492	106025999	chr14	106069949	106071469	2	2.2339e-08	8.91958e-06
chr14	106024495	106026117	chr14	106207995	106209538	2	1.56992e-08	8.91958e-06
chr14	106069904	106071455	chr14	106133340	106134990	3	4.32622e-12	7.14763e-09
chr14	106089600	106093594	chr14	106133329	106136337	5	5.19031e-19	1.5324e-15
chr14	106175496	106178265	chr14	106206681	106209553	2	4.45436e-09	4.78524e-06
chr14	106175890	106178227	chr14	106324207	106326286	2	1.56633e-10	2.15917e-07
chr15	22907077	22909939	chr15	22916249	22919563	6	4.19716e-28	1.98874e-24
chr15	27845419	27846949	chr15	28000229	28001733	2	3.12132e-11	4.68714e-08
chr15	31449940	31451544	chr15	31491306	31492836	2	8.85318e-11	1.25568e-07
chr15	33358743	33361658	chr15	33374465	33377496	5	1.57647e-21	5.45845e-18
chr15	38884388	38886106	chr15	39959478	39962288	3	2.45915e-09	2.76425e-06
chr15	38884437	38887093	chr20	52739414	52742010	2	0.000365188	0.000368992
chr15	39000350	39002520	chr15	39959441	39962244	2	7.61585e-09	7.78582e-06
chr15	39564890	39566396	chr15	39825276	39826960	2	2.18674e-09	2.4809e-06
chr15	39825320	39828146	chr15	39959376	39962308	5	4.19326e-17	1.08628e-13
chr15	39863703	39866547	chr15	39959441	39962378	3	2.04703e-11	3.16065e-08
chr15	39887267	39890233	chr15	39959437	39962272	3	1.64332e-10	2.25947e-07
chr15	39915809	39918658	chr15	39959492	39962308	2	3.55373e-08	8.91958e-06
chr15	39919057	39923712	chr15	39959433	39962289	6	9.33426e-22	3.28523e-18
chr15	39959376	39962266	chr15	40080056	40082843	2	8.37586e-08	8.91958e-06
chr15	39960769	39962272	chr15	39978857	39980489	2	1.56024e-08	8.91958e-06
chr15	40626926	40628758	chr15	40700393	40703256	3	6.73986e-14	1.35789e-10
chr15	40661906	40664770	chr15	40712312	40715091	2	1.15934e-10	1.62491e-07
chr15	42357521	42360538	chr15	42375137	42379091	24	0	0
chr15	44212975	44215926	chr15	44266668	44268760	2	3.12132e-11	4.68714e-08
chr15	47808740	47811576	chr15	47914949	47917855	4	2.14847e-19	6.49592e-16
chr15	50040732	50043360	chr2	161394296	161397016	2	3.91127e-09	4.25427e-06
chr15	50472348	50475244	chr15	50519432	50520938	2	1.34032e-07	8.91958e-06
chr15	50981269	50984138	chr15	51055900	51058705	4	1.43611e-12	2.51376e-09
chr15	50982548	50984158	chr15	51146956	51148497	2	8.71893e-07	8.91958e-06
chr15	51055859	51058885	chr15	51145594	51148514	6	9.84023e-20	3.03979e-16
chr15	51055915	51058629	chr15	51069050	51070613	2	3.53496e-07	8.91958e-06
chr15	51689075	51691907	chr15	51715851	51718682	2	1.74774e-08	8.91958e-06
chr15	53093022	53095775	chr15	53158907	53161308	2	4.56101e-08	8.91958e-06
chr15	53145326	53147158	chr15	53362981	53364531	2	6.40353e-08	8.91958e-06
chr15	53145650	53148396	chr15	53728996	53730546	2	7.88993e-07	8.91958e-06
chr15	53145725	53148255	chr15	53157578	53160322	2	8.81684e-08	8.91958e-06
chr15	53362971	53365789	chr15	53373593	53376570	3	2.15302e-11	3.3135e-08
chr15	53364212	53365797	chr15	53622796	53625629	2	3.40135e-07	8.91958e-06
chr15	53622731	53625759	chr15	53728879	53731882	11	3.73087e-36	2.39877e-32
chr15	53675613	53678768	chr15	53729662	53731843	5	3.39205e-17	8.84626e-14
chr15	53688916	53691914	chr15	53728839	53731806	3	5.12736e-11	7.51966e-08
chr15	53728933	53731858	chr15	53773459	53777254	3	8.09523e-11	1.15508e-07
chr15	57882467	57884028	chr15	74002521	74004075	2	2.16674e-06	8.91958e-06
chr15	63076842	63079771	chr15	63123169	63126292	6	1.64473e-21	5.68558e-18
chr15	63091380	63094307	chr15	63123307	63126313	8	1.95207e-28	9.37431e-25
chr15	63104332	63107047	chr15	63123264	63124987	2	3.48028e-08	8.91958e-06
chr15	63123075	63126717	chr15	63257948	63260946	10	5.6976e-34	3.30491e-30
chr15	63123081	63126291	chr15	63135822	63139344	22	0	0
chr15	63123110	63126339	chr15	63268913	63271819	5	6.53902e-18	1.78722e-14
chr15	63123121	63126377	chr15	63285926	63288997	9	7.08374e-30	3.57892e-26
chr15	63123184	63125985	chr15	63309691	63313471	4	2.15726e-13	4.12255e-10
chr15	63123509	63126209	chr15	63187733	63190910	5	5.70046e-19	1.67722e-15
chr15	63124554	63126065	chrX	129010491	129012011	2	3.59225e-09	3.92929e-06
chr15	63136369	63139101	chr15	63285981	63288768	2	2.59501e-07	8.91958e-06
chr15	63137727	63139287	chr15	63257951	63260893	4	1.88436e-15	4.25647e-12
chr15	63257960	63260857	chr15	63285774	63288754	10	9.94628e-41	7.43658e-37
chr15	63257980	63260843	chr15	63310682	63312664	3	2.93864e-12	4.95679e-09
chr15	63268938	63272144	chr15	63311090	63313334	3	3.69069e-13	6.86249e-10
chr15	63286068	63288806	chr15	63309845	63312579	3	4.71363e-12	7.74872e-09
chr15	63670831	63673156	chr15	63678772	63681409	2	1.00085e-07	8.91958e-06
chr15	64175823	64178476	chr15	64187732	64190673	2	4.20752e-09	4.54408e-06
chr15	64187720	64190621	chr15	64236703	64238302	3	1.37695e-12	2.41614e-09
chr15	64187768	64190529	chr15	64205071	64207827	2	2.54304e-09	2.85104e-06
chr15	64188962	64190700	chr15	64338368	64340347	2	5.80072e-10	7.29868e-07
chr15	64812867	64816066	chr15	64914565	64918000	43	0	0
chr15	64812870	64815579	chr15	64911487	64913007	2	6.16647e-08	8.91958e-06
chr15	64812908	64815770	chr15	64862697	64865716	5	2.71293e-19	8.1449e-16
chr15	65022015	65024067	chr2	62719120	62720620	2	4.99411e-11	7.34189e-08
chr15	66534177	66536704	chr6	130007797	130010527	2	9.48554e-11	1.34092e-07
chr15	67407770	67409386	chr15	67417913	67419581	2	4.67246e-10	6.01377e-07
chr15	69225456	69228334	chr15	69293067	69294771	3	4.69868e-13	8.67254e-10
chr15	69772528	69775333	chr15	69790846	69792489	2	1.00691e-09	1.21914e-06
chr15	70274125	70275633	chr15	70307297	70310067	2	1.40584e-08	8.91958e-06
chr15	70280021	70282155	chr15	70307153	70310010	2	3.48382e-08	8.91958e-06
chr15	70307159	70308933	chr15	70669256	70672060	4	1.66613e-12	2.88796e-09
chr15	70307241	70310061	chr15	70600676	70602302	3	3.96027e-10	5.16408e-07
chr15	70307267	70310080	chr15	70320256	70323292	5	3.62853e-19	1.08026e-15
chr15	70487684	70491858	chr15	70612121	70613967	3	8.15139e-11	1.16271e-07
chr15	70487733	70490670	chr15	70616462	70618062	2	2.82082e-08	8.91958e-06
chr15	70488994	70491882	chr15	70599279	70602232	4	2.24833e-14	4.71906e-11
chr15	70572898	70575762	chr15	70600673	70602228	2	3.2151e-08	8.91958e-06
chr15	70599212	70602198	chr15	70612387	70615304	10	1.76885e-34	1.05029e-30
chr15	70599279	70602251	chr15	70669132	70672092	12	1.0682e-38	7.43942e-35
chr15	70599317	70602131	chr15	70754039	70756846	3	3.51849e-10	4.62188e-07
chr15	70599373	70602257	chr15	70676184	70678949	3	4.68279e-10	6.02524e-07
chr15	70611424	70615075	chr15	70676025	70678889	4	1.29144e-13	2.5233e-10
chr15	70612170	70618235	chr15	70669170	70672194	17	0	0
chr15	70612406	70615280	chr15	70755185	70756932	3	1.74181e-10	2.3895e-07
chr15	70616597	70618135	chr15	70755267	70756812	2	2.36962e-08	8.91958e-06
chr15	70635669	70638616	chr15	70669074	70670662	2	7.23549e-08	8.91958e-06
chr15	70669139	70671997	chr15	71387878	71390512	2	8.74916e-05	9.05929e-05
chr15	70669155	70672069	chr15	70753938	70756980	7	3.49308e-23	1.32322e-19
chr15	70676078	70678923	chr15	70753942	70756943	5	2.70687e-18	7.61777e-15
chr15	70755269	70756811	chr15	70843134	70845896	2	1.29279e-08	8.91958e-06
chr15	70819386	70822179	chr15	70844231	70845869	2	3.05498e-09	3.37998e-06
chr15	71371443	71373070	chr15	71387689	71390512	3	3.24988e-10	4.2875e-07
chr15	71374821	71377865	chr15	71387664	71390750	14	3.29305e-43	2.6988e-39
chr15	71374909	71377885	chr15	71395746	71398700	9	1.0899e-26	4.86207e-23
chr15	71387629	71390856	chr15	71395708	71398784	134	0	0
chr15	71387678	71389245	chr15	71407163	71408862	2	3.50407e-07	8.91958e-06
chr15	71387701	71390562	chr15	74002595	74004251	2	0.000177805	0.000181244
chr15	71395740	71398676	chr15	71405183	71407368	4	1.45207e-13	2.82552e-10
chr15	71397076	71398640	chr15	71544519	71546032	2	2.4366e-07	8.91958e-06
chr15	73986752	73989860	chr15	74001088	74004109	20	0	0
chr15	74001110	74004104	chr15	74072062	74075228	17	0	0
chr15	74001150	74005615	chr15	74030313	74037028	34	0	0
chr15	74001152	74002674	chr15	74018111	74020167	2	1.01556e-07	8.91958e-06
chr15	74001166	74004674	chr15	74231538	74234420	10	2.30579e-33	1.31252e-29
